county_name,fips,pop2020,pop_density_perSqMile,perc_pop_65plus,median_HH_income,perc_college_grad
"Box Butte County, NE",31013,10774,10,19.0087,62533,16.9107
"Carbon County, MT",30009,10768,5.3,24.5728,66918,25.6874
"Pike County, AR",5109,10736,17.9,22.1684,44641,13.2606
"Franklin County, TX",48159,10734,37.7,23.4116,64286,24.2392
"Red Willow County, NE",31145,10725,15,23.8508,63911,24.0994
"Guthrie County, IA",19077,10709,18.1,25.3525,68003,17.8223
"Lake County, MN",27075,10704,5.1,28.3726,67023,19.9661
"Coosa County, AL",1037,10687,16.4,22.1765,50697,12.1321
"Lancaster County, VA",51103,10685,80.2,37.0239,68089,23.4641
"Monroe County, KY",21171,10684,32.4,22.5009,38830,10.5876
"Evans County, GA",13109,10671,58.4,17.2336,50267,14.2737
"Colfax County, NE",31037,10656,25.9,16.4884,58545,12.607
"Carroll County, KY",21041,10645,82.8,16.8812,57398,10.7114
"Walsh County, ND",38099,10637,8.3,24.9788,66049,14.9833
"Middlesex County, VA",51119,10626,81.5,31.9499,75478,29.5733
"Hancock County, IA",19081,10620,18.6,24.1808,68364,17.1208
"Mitchell County, IA",19131,10609,22.6,27.5427,69155,13.1991
"Sabine County, TX",48403,10602,21.6,33.4654,45246,14.3537
"Crawford County, IN",18025,10589,34.6,20.0774,54221,14.9066
"Mountrail County, ND",38061,10552,5.8,18.4136,76646,19.0269
"Oregon County, MO",29149,10544,13.4,25.8915,36900,10.8384
"Clay County, TX",48077,10498,9.6,23.3187,75531,17.8068
"Perry County, AR",5105,10478,19,21.9603,59505,8.235
"Butte County, SD",46019,10470,4.7,20.5731,55243,19.5759
"Alcona County, MI",26001,10468,15.5,38.7276,50481,15.508
"Lanier County, GA",13173,10437,56.3,14.7744,56207,10.5026
"Roberts County, SD",46109,10415,9.5,21.5554,50772,17.7989
"Barnes County, ND",38003,10405,7,24.815,68877,25.6987
"Noxubee County, MS",28103,10372,14.9,17.8461,32172,10.8956
"Wilcox County, AL",1131,10364,11.7,19.9633,33850,9.8172
"Winnebago County, IA",19189,10339,25.8,24.219,64902,20.8581
"Ralls County, MO",29173,10319,22,22.0564,68576,13.2394
"Runnels County, TX",48399,10303,9.8,24.4977,48199,14.5931
"Love County, OK",40085,10291,20,21.9026,52056,16.768
"Scott County, AR",5127,10284,11.5,22.1315,47971,9.0793
"Keokuk County, IA",19107,10273,17.7,24.6277,60189,14.419
"Martin County, IN",18101,10273,30.6,20.9092,63440,12.7859
"Nemaha County, KS",20131,10266,14.3,25.2484,65382,17.3503
"Clinton County, KY",21053,10253,52,22.0716,36708,8.5063
"Washington County, ID",16087,10252,7.1,25.3609,45977,12.9559
"Early County, GA",13099,10176,19.9,21.138,42913,11.6947
"Iron County, MO",29093,10144,18.4,23.6396,45444,8.7885
"St. Helena Parish, LA",22091,10142,24.8,19.0199,49074,12.4947
"Todd County, SD",46121,10138,7.3,9.7652,24885,12.7404
"Dimmit County, TX",48127,10128,7.6,18.8882,41857,8.266
"Bullock County, AL",1011,10096,16.2,17.6208,45828,9.0575
"Metcalfe County, KY",21169,10080,34.8,21.6468,47059,8.5041
"Franklin County, IA",19069,10075,17.3,23.7022,68022,16.6805
"Latimer County, OK",40077,10065,13.9,21.5897,49243,14.7952
"Chicot County, AR",5017,10063,15.6,22.9057,36405,16.7033
"Holt County, NE",31089,10063,4.2,25.9465,65963,18.6818
"Nowata County, OK",40105,10041,17.7,22.5077,46642,11.8039
"Yuma County, CO",8125,10035,4.2,20.3787,60361,20.8777
"Howard County, MO",29089,10029,21.6,20.8994,60698,22.2157
"Emery County, UT",49015,10017,2.2,16.8114,72660,12.5098
"Cumberland County, VA",51049,9950,33.4,21.4573,55506,16.2038
"Carroll County, MS",28015,9945,15.8,22.6345,42111,12.9464
"Nome Census Area, AK",2180,9945,0.4,10.2262,48460,13.9931
"Montgomery County, IA",19137,9924,23.4,25.1209,57243,15.4924
"Caldwell Parish, LA",22021,9922,18.7,19.744,53783,11.1127
"Marion County, TX",48315,9867,25.9,27.5261,45639,10.8341
"Leslie County, KY",21131,9850,24.6,19.1168,37772,9.0618
"Sublette County, WY",56035,9845,2,13.9665,108238,31.9767
"Jackson County, MN",27063,9843,14,24.8197,67874,20.8101
"Kemper County, MS",28069,9840,12.8,19.878,37733,9.9272
"North Slope Borough, AK",2185,9821,0.1,6.9647,70597,17.9638
"Grundy County, MO",29079,9808,22.5,26.1623,53606,16.0128
"Wilkes County, GA",13317,9807,20.9,23.8911,39361,11.0238
"Ochiltree County, TX",48357,9806,10.7,14.1342,72095,12.5367
"Grand County, UT",49019,9803,2.7,17.7089,57066,24.0254
"Stevens County, MN",27149,9790,17.4,20.5005,71123,30.7692
"Lewis County, MO",29111,9762,19.3,21.3481,58917,12.4791
"Montgomery County, MS",28097,9748,24,22.3841,41033,15.1971
"Clear Creek County, CO",8019,9734,24.6,17.0228,81203,32.4418
"Sac County, IA",19161,9731,16.9,27.5408,64591,21.065
"Linn County, KS",20107,9727,16.4,25.2801,60954,17.8606
"Marshall County, KS",20117,9723,10.8,26.5762,57717,14.5956
"Webster County, MS",28155,9713,23.1,20.591,47796,20.1903
"Stillwater County, MT",30095,9711,5.4,21.5735,74552,23.4019
"Yellow Medicine County, MN",27173,9699,12.8,24.384,69076,15.5267
"Lowndes County, AL",1085,9686,13.5,19.9773,40222,16.5363
"Calhoun County, IA",19025,9677,17,29.7716,63746,21.9849
"Johnson County, GA",13167,9643,31.8,18.3034,47965,12.1873
"Jasper County, IL",17079,9619,19.5,22.757,68237,16.7954
"Hickory County, MO",29085,9613,24.1,36.9812,40086,11.3431
"Parmer County, TX",48369,9610,10.9,15.1925,53385,13.5888
"Tunica County, MS",28143,9588,21.1,12.5156,41902,15.9741
"Brown County, KS",20013,9572,16.8,23.1091,48107,16.6468
"Humboldt County, IA",19091,9559,22,25.9128,67510,20.7835
"Rice County, KS",20159,9555,13.2,22.2815,60157,19.9716
"White Pine County, NV",32033,9543,1.1,19.2288,63596,13.0664
"Ritchie County, WV",54085,9531,21.1,22.7258,47835,13.9528
"Irwin County, GA",13155,9500,26.8,20.0211,55462,8.545
"Greenlee County, AZ",4011,9493,5.2,16.1171,62153,12.2667
"McCormick County, SC",45065,9488,26.4,29.7428,56191,19.2377
"Wayne County, NE",31179,9468,21.4,17.8813,67768,37.1273
"Beaverhead County, MT",30001,9466,1.7,22.4382,55074,26.244
"Catahoula Parish, LA",22025,9463,13.4,18.6199,49709,10.2662
"McLean County, ND",38055,9447,4.5,27.5431,71212,18.4601
"Jones County, NC",37103,9443,20.1,22.5882,50521,10.7474
"St. Clair County, MO",29185,9432,14.1,30.1103,44689,11.1433
"Blaine County, OK",40011,9424,10.2,20.3735,55215,18.5022
"Stephens County, TX",48429,9405,10.5,23.2536,55298,15.8491
"Clarke County, IA",19039,9388,21.8,21.5807,62813,12.7317
"Montmorency County, MI",26119,9377,17.2,34.0727,48188,10.6602
"Hamilton County, NE",31081,9364,17.2,21.3904,80564,21.0021
"Benewah County, ID",16009,9339,12,23.9319,49591,14.0139
"Marshall County, MN",27089,9335,5.3,24.7242,70434,17.5964
"Rock County, MN",27133,9327,19.3,23.6625,65290,19.7749
"Charles Mix County, SD",46023,9280,8.5,21.7457,44864,16.2077
"Swift County, MN",27151,9262,12.5,25.0702,65026,20.4076
"Montgomery County, GA",13209,9220,38.5,17.115,47270,16.3308
"McLean County, KY",21149,9216,36.5,22.1897,56156,10.11
"Livingston County, KY",21139,9210,29.4,23.8979,53366,12.0932
"Brewster County, TX",48043,9198,1.5,21.8634,57555,38.1284
"Valdez-Cordova Census Area, AK",2261,9196,0.3,11.766,88142,24.3768
"Somervell County, TX",48425,9190,49.3,20.0544,70395,26.4177
"Deer Lodge County, MT",30023,9181,12.5,24.5289,47943,17.6411
"Emmet County, IA",19063,9178,23.2,23.4583,62716,17.185
"Ozark County, MO",29153,9172,12.3,30.1352,44144,13.0644
"Howard County, IA",19089,9170,19.4,24.5256,60652,12.6039
"Pratt County, KS",20151,9132,12.4,23.9049,61607,27.2928
"Alger County, MI",26003,9127,10,25.4191,50425,15.1881
"Richmond County, VA",51159,9098,47.5,22.4775,63753,12.7345
"Pipestone County, MN",27117,9088,19.5,24.2628,60913,16.969
"Caldwell County, MO",29025,9047,21.2,21.742,59000,17.4643
"Phelps County, NE",31137,9034,16.7,24.0757,67666,21.1598
"Montgomery County, AR",5097,9025,11.6,28.5429,45280,10.4603
"Forest County, WI",55041,9011,8.9,24.8918,50468,13.0183
"Davis County, IA",19051,9006,17.9,22.3296,62259,18.3497
"Custer County, SD",46033,9000,5.8,27.5889,66370,24.0704
"Wilkinson County, GA",13319,8982,20.1,20.7081,56218,9.7804
"Jack County, TX",48237,8969,9.8,19.5674,63963,12.3356
"Claiborne County, MS",28021,8934,18.3,15.6929,34384,16.6516
"Gallatin County, KY",21077,8916,88.1,15.5451,57672,8.8504
"Greene County, IA",19073,8905,15.6,26.3448,64470,16.4427
"Perry County, AL",1105,8905,12.4,22.0438,41106,9.7326
"Rosebud County, MT",30087,8902,1.8,15.6482,60258,23.9093
"Mathews County, VA",51115,8891,103.5,32.2573,73990,26.0528
"Palo Alto County, IA",19147,8880,15.7,26.8581,58515,17.4707
"Cuming County, NE",31039,8848,15.5,25.3391,62763,20.0222
"Modoc County, CA",6049,8840,2.3,24.7172,53492,22.2086
"Lee County, AR",5077,8831,14.7,19.692,34924,6.0854
"Clearwater County, MN",27029,8825,8.8,23.898,55941,14.2307
"Cheyenne County, NE",31033,8812,7.4,20.3586,72289,23.0357
"Crittenden County, KY",21055,8809,24.5,23.8506,47805,11.5182
"Clearwater County, ID",16035,8781,3.6,28.4022,57413,16.4687
"Cloud County, KS",20029,8780,12.3,25.6378,51575,17.3806
"Woods County, OK",40151,8763,6.8,21.6935,63455,28.0806
"Benton County, IN",18007,8758,21.5,20.6097,66280,16.2981
"Hancock County, KY",21091,8732,46.5,18.6899,66627,13.8158
"Madison County, MT",30057,8726,2.4,26.9654,66332,25.5331
"Maries County, MO",29125,8707,16.5,23.6706,62979,18.3439
"Kiowa County, OK",40075,8695,8.6,23.1512,46320,16.2996
"Carroll County, MO",29033,8693,12.5,24.652,62436,17.7976
"Yoakum County, TX",48501,8689,10.9,15.9397,67409,18.7059
"Monroe County, MO",29137,8664,13.4,24.1574,57418,14.4042
"Jenkins County, GA",13165,8646,24.9,19.3847,40501,12.175
"Monona County, IA",19133,8634,12.4,29.5344,59604,15.8629
"Lucas County, IA",19117,8625,20,25.9942,61504,13.7434
"Wilkinson County, MS",28157,8613,12.7,18.3328,49534,11.2898
"Allendale County, SC",45005,8610,21.1,17.4913,35957,16.0269
"Wilcox County, GA",13315,8587,22.7,18.5164,43309,8.0242
"Archer County, TX",48009,8584,9.5,20.911,74417,20.9518
"Tyler County, WV",54095,8583,33.5,24.234,53516,12.4884
"Dawson County, MT",30021,8566,3.6,22.7761,69219,22.9632
"Dawes County, NE",31045,8548,6.1,20.496,51783,32.501
"Terrell County, GA",13273,8523,25.4,19.465,45138,7.9138
"Wilson County, KS",20205,8512,14.9,24.859,54293,11.9974
"Hamilton County, TX",48193,8508,10.2,30.2539,57575,17.7082
"Clay County, WV",54015,8500,24.9,20.7647,45781,9.8974
"Sitka City and Borough, AK",2220,8497,3,15.0406,82844,33.8948
"Trimble County, KY",21223,8492,56,17.4399,69786,15.5227
"Mitchell County, TX",48335,8476,9.3,17.7206,53784,7.5004
"Hancock County, GA",13141,8475,18,20.6726,32760,10.494
"Johnson County, WY",56019,8468,2,24.1143,75598,32.3784
"Graham County, NC",37075,8459,29,25.003,44739,13.3936
"Red River Parish, LA",22081,8425,21.7,20.1306,50000,9.2731
"Turner County, SD",46125,8415,13.6,24.0761,68568,18.2516
"Platte County, WY",56031,8409,4,26.8046,60621,19.4297
"Doddridge County, WV",54017,8400,26.3,21.131,43934,11.0234
"Cedar County, NE",31027,8397,11.3,25.9021,61204,17.6019
"Liberty County, FL",12077,8393,10,14.1427,56110,11.0087
"Marion County, GA",13197,8365,22.9,18.8045,45889,8.6468
"Harrison County, MO",29081,8352,11.6,26.5086,51053,11.9649
"Knox County, NE",31107,8339,7.5,27.7611,54730,20.2994
"Lafayette County, FL",12067,8315,15.3,16.8731,59330,8.8939
"Bracken County, KY",21023,8303,40.4,18.3548,54307,15.8197
"Benton County, MS",28009,8289,20.4,20.1351,36338,10.7082
"Kusilvak Census Area, AK",2158,8280,0.5,9.4444,35549,5.5811
"Warren County, IN",18171,8278,22.7,21.8652,73211,15.8688
"Oscoda County, MI",26135,8276,14.6,30.087,46522,10.3917
"Daviess County, MO",29061,8263,14.7,22.3648,60188,19.4319
"Nevada County, AR",5099,8258,13.4,22.9596,49466,13.422
"Quay County, NM",35037,8248,2.9,26.37,43775,15.548
"Houston County, TN",47083,8246,41.2,23.6357,48117,10.686
"San Augustine County, TX",48405,8241,15.5,28.5038,38364,9.9499
"Conejos County, CO",8021,8240,6.4,20.0971,43185,20.7103
"Pocahontas County, WV",54075,8240,8.8,24.9879,46286,14.952
"Choctaw County, MS",28019,8225,19.7,22.7964,44418,12.4493
"Baraga County, MI",26013,8202,9.1,21.6167,49413,12.601
"Murray County, MN",27101,8194,11.6,27.9473,67118,19.181
"San Miguel County, CO",8113,8187,6.4,9.9792,88979,52.9591
"Atkinson County, GA",13003,8182,24.1,14.5808,36472,8.0295
"Coffey County, KS",20031,8181,13,22.4789,69165,17.9461
"Lyon County, KY",21143,8180,38.3,26.6015,53020,15.1419
"Coleman County, TX",48083,8179,6.5,27.2772,38614,16.5122
"Lake County, CO",8065,8165,21.7,12.2107,65634,24.6671
"Shannon County, MO",29203,8165,8.1,23.0863,44112,12.6554
"Mercer County, ND",38057,8154,7.8,20.5298,83897,20.3595
"Schoolcraft County, MI",26153,8141,7,26.0287,48129,14.6773
"Twiggs County, GA",13289,8131,22.7,21.7685,42312,12.9881
"Hamilton County, IL",17065,8122,18.7,25.5233,56302,15.1576
"Perry County, TN",47135,8120,19.6,24.2734,43343,15.4028
"Webster County, WV",54101,8108,14.6,23.0143,36381,7.7
"Greene County, AL",1063,8096,12.5,21.3562,33384,12.0393
"Lemhi County, ID",16059,8086,1.8,28.5679,51349,18.3956
"Seminole County, GA",13253,8080,34.3,24.6906,43288,12.9717
"Prairie County, AR",5117,8057,12.4,25.6051,48625,12.1444
"Traill County, ND",38097,8057,9.3,23.4579,67425,31.6402
"Butler County, NE",31023,8037,13.7,24.3748,70565,13.6818
"Keith County, NE",31101,8031,7.6,26.9829,61556,19.7941
"Humphreys County, MS",28053,8027,19.2,16.7061,36398,13.3159
"Taylor County, GA",13269,8026,21.3,20.01,39311,9.5874
"Turner County, GA",13287,8011,28.1,20.1098,41577,11.692
"Winkler County, TX",48495,8007,9.5,15.7362,55518,7.7636
"Clay County, KS",20027,8006,12.4,25.7432,63668,22.9718
"McCulloch County, TX",48307,7999,7.5,24.8031,44753,20.1508
"Kane County, UT",49025,7964,2,25.565,64340,26.1313
"Lincoln County, GA",13181,7950,37.8,22.8805,48347,12.7917
"Cleveland County, AR",5025,7949,13.3,21.5499,51220,16.2849
"Franklin city, VA",51620,7928,966.1,21.9728,46260,19.8679
"Boise County, ID",16015,7908,4.2,21.5984,58672,20.3946
"Lake County, OR",41037,7906,1,25.6767,47471,20.913
"Searcy County, AR",5129,7903,11.9,27.5338,39795,13.2094
"Ballard County, KY",21007,7885,32,22.8916,60490,11.7576
"Anderson County, KS",20003,7875,13.6,25.9937,60304,19.3427
"Richardson County, NE",31147,7870,14.3,28.5769,49924,14.5276
"Decatur County, IA",19053,7866,14.8,23.341,49169,19.1125
"Gilmer County, WV",54021,7855,23.2,18.7142,48003,17.1301
"Wheeler County, GA",13309,7840,26.5,15.3444,41069,6.2925
"Washakie County, WY",56043,7793,3.5,22.2251,63845,25.5865
"Newton County, AR",5101,7771,9.5,26.586,38020,12.3683
"Thomas County, KS",20193,7756,7.2,19.7009,66809,25.5344
"Merrick County, NE",31121,7753,16,23.191,67475,17.2965
"Franklin County, MS",28037,7735,13.7,21.0084,45398,11.0828
"Monroe County, IA",19135,7717,17.8,23.9601,63533,18.0849
"Power County, ID",16077,7700,5.5,14.7143,57000,15.0522
"Goliad County, TX",48175,7685,9,24.5153,68440,12.7806
"Ferry County, WA",53019,7654,3.5,24.5754,47008,13.7265
"Clay County, TN",47027,7651,32.3,26.1142,43352,15.3913
"Major County, OK",40093,7629,8,24.2103,65798,16.2157
"Doniphan County, KS",20043,7616,19.4,20.7721,62963,19.3416
"Crook County, WY",56011,7602,2.7,21.5601,71722,17.1869
"Dade County, MO",29057,7583,15.5,26.3352,47149,13.0435
"Northwest Arctic Borough, AK",2188,7564,0.2,10.1666,55098,9.0801
"Elliott County, KY",21063,7549,32.2,19.3006,34127,5.469
"La Salle County, TX",48283,7522,5.1,16.9769,36202,4.7234
"Castro County, TX",48069,7517,8.4,16.1501,40157,12.5455
"Pleasants County, WV",54073,7496,57.6,21.1846,57619,10.713
"Harney County, OR",41025,7438,0.7,24.3748,53837,16.1367
"Lexington city, VA",51678,7435,2977.7,19.3141,49845,43.5095
"Chariton County, MO",29041,7434,9.9,27.2666,55746,14.086
"Swisher County, TX",48437,7418,8.3,22.2567,53024,14.0809
"Valley County, MT",30105,7401,1.5,26.5099,61931,15.8623
"Worth County, IA",19195,7395,18.5,23.4888,69088,16.4914
"Lee County, KY",21129,7356,35.2,17.5639,32298,5.7314
"Rappahannock County, VA",51157,7352,27.6,25.3945,78963,28.536
"Hutchinson County, SD",46067,7318,9,30.5548,60412,24.1699
"Pepin County, WI",55091,7309,31.5,23.2316,66917,19.3819
"Nicholas County, KY",21181,7296,37.4,20.3947,57234,13.5632
"Childress County, TX",48075,7283,10.5,18.8384,61987,16.1297
"Grand Isle County, VT",50013,7276,88.9,18.6778,80353,31.6345
"Forest County, PA",42053,7267,17,21.7421,50257,9.8289
"Wallowa County, OR",41063,7261,2.3,29.2522,56837,22.3744
"Tillman County, OK",40141,7232,8.3,21.4463,45548,18.171
"Thurston County, NE",31173,7231,18.4,16.125,46351,16.4165
"Grant County, OR",41023,7215,1.6,30.2703,46525,17.3087
"Dallam County, TX",48111,7197,4.8,13.2555,58071,11.7405
"Caribou County, ID",16029,7191,4.1,20.8733,69988,13.4615
"Kingman County, KS",20095,7189,8.3,25.5807,66378,21.5141
"Adair County, IA",19001,7170,12.6,27.1967,64803,17.5113
"Pierce County, NE",31139,7166,12.5,23.3045,71870,21.574
"Wolfe County, KY",21237,7155,32.2,20.9923,29046,11.8674
"Lake County, TN",47095,7147,43.1,17.8257,37117,7.7737
"Calhoun County, WV",54013,7115,25.5,23.7948,40697,9.2003
"Grant County, KS",20067,7099,12.4,14.002,68675,14.4863
"Brooks County, TX",48047,7088,7.5,22.1924,27559,10.8189
"Kit Carson County, CO",8063,7078,3.3,21.7858,60818,14.8341
"Union County, IN",18161,7057,43.8,19.4133,62194,15.9635
"King and Queen County, VA",51097,7053,22.4,22.9548,68705,14.6576
"Grant County, SD",46051,7047,10.3,23.7406,64926,12.2441
"Jefferson County, NE",31095,7042,12.4,27.4496,60459,13.0058
"Van Buren County, IA",19177,7036,14.5,25.4974,59280,14.2829
"Dallas County, AR",5039,6995,10.5,23.2595,42876,9.5831
"Pendleton County, WV",54071,6990,10,27.8398,48833,11.879
"Fremont County, IA",19071,6976,13.6,25.043,66868,20.7448
"Huerfano County, CO",8055,6969,4.4,31.7693,43559,23.9302
"Jefferson County, MS",28063,6968,13.4,17.4512,33489,23.4103
"Nemaha County, NE",31127,6968,17.1,22.8042,61762,25.4669
"Bailey County, TX",48017,6967,8.4,17.2241,51570,11.7811
"Charles City County, VA",51036,6960,38.1,22.6006,65113,16.6027
"Powell County, MT",30077,6945,3,20.9215,54348,19.2914
"Wabaunsee County, KS",20197,6942,8.7,20.6281,76527,20.0526
"Treutlen County, GA",13283,6939,34.8,18.1726,46386,9.5317
"Cameron Parish, LA",22023,6937,5.4,17.558,82639,15.986
"Bon Homme County, SD",46009,6931,12.3,23.3877,59888,17.99
"Refugio County, TX",48391,6925,9,24.9097,52309,10.0588
"Weston County, WY",56045,6916,2.9,20.7779,72723,17.1299
"Ida County, IA",19093,6874,15.9,25.9674,60901,20.2913
"Southeast Fairbanks Census Area, AK",2240,6867,0.3,13.179,75200,24.7927
"Russell County, KS",20167,6861,7.7,28.5673,53955,16.9603
"Saguache County, CO",8109,6858,2.2,19.583,43594,24.2535
"East Carroll Parish, LA",22035,6839,16.3,16.3036,35440,11.801
"Tucker County, WV",54093,6835,16.3,27.3446,49894,15.6684
"Benson County, ND",38005,6827,4.9,16.7716,39641,12.1628
"Clark County, MO",29045,6818,13.5,22.9246,54659,9.2733
"Pembina County, ND",38067,6801,6.1,25.1875,68878,20.7073
"Randolph County, GA",13243,6779,15.8,22.614,43555,12.5025
"Schuyler County, IL",17169,6777,15.5,23.2551,63662,22.181
"Pershing County, NV",32027,6770,1.1,16.9276,68852,11.8982
"Fall River County, SD",46047,6750,3.9,28.5185,45959,20.5581
"Quitman County, MS",28119,6750,16.7,18.563,33192,12.7383
"Beaver County, UT",49001,6725,2.6,16.6245,62500,18.6108
"Blaine County, MT",30005,6682,1.6,18.0036,39132,17.7788
"Monroe County, AR",5095,6680,11,24.4611,40735,10.9906
"Presidio County, TX",48377,6653,1.7,23.6735,38584,23.3853
"Henderson County, IL",17071,6643,17.5,27.051,67895,14.4776
"Hancock County, TN",47067,6636,29.8,22.4382,31570,12.0406
"Clinch County, GA",13065,6631,8.3,16.8904,46611,12.379
"Lac qui Parle County, MN",27073,6623,8.7,29.624,69341,19.0627
"Moody County, SD",46101,6617,12.7,18.6338,65959,23.7802
"Cumberland County, KY",21057,6613,21.7,24.9509,41674,13.3099
"Lafayette County, AR",5073,6612,12.5,25.242,40976,12.7307
"Pocahontas County, IA",19151,6608,11.4,27.9056,60345,18.961
"Brown County, IL",17009,6594,21.6,15.8781,62085,14.5158
"Gentry County, MO",29075,6584,13.4,26.3062,53048,14.8045
"Stewart County, GA",13259,6545,14.3,17.4179,37405,8.6635
"Menifee County, KY",21165,6515,32,21.274,36297,10.1089
"Kearney County, NE",31099,6503,12.6,23.3738,77128,26.3068
"Moore County, TN",47127,6497,50.3,23.9649,61444,18.1421
"Burt County, NE",31021,6476,13.2,28.567,65392,15.9157
"Howard County, NE",31093,6467,11.4,24.2152,66698,16.2925
"Wayne County, IA",19185,6448,12.3,27.9156,53068,15.0011
"Surry County, VA",51181,6423,23,21.641,74398,19.5434
"Buena Vista city, VA",51530,6408,955.9,20.927,50443,15.4539
"Galax city, VA",51640,6394,776,24.351,33706,13.4178
"Edwards County, IL",17047,6390,28.7,23.036,54226,11.493
"Pawnee County, KS",20145,6390,8.5,22.0501,59979,22.5578
"Norman County, MN",27107,6363,7.3,26.5912,62286,15.0759
"Spink County, SD",46115,6358,4.2,25.5426,64480,18.4402
"Rio Blanco County, CO",8103,6321,2,16.2158,82645,21.0196
"Woodruff County, AR",5147,6307,10.7,23.022,38832,10.7352
"Broadwater County, MT",30007,6304,5.3,23.5089,63987,15.1554
"Garza County, TX",48169,6304,7.1,14.467,50177,9.8338
"Antelope County, NE",31003,6297,7.3,26.5841,58299,16.414
"Gilpin County, CO",8047,6293,42,13.3164,83205,32.3114
"Bland County, VA",51021,6284,17.6,22.8994,58665,11.551
"Reynolds County, MO",29179,6283,7.8,26.2295,44056,7.5944
"Bottineau County, ND",38009,6263,3.8,27.2713,66009,19.2479
"Luce County, MI",26095,6223,6.9,22.5133,54188,13.3472
"Talbot County, GA",13263,6214,15.9,21.9987,36623,10.3544
"Clay County, NE",31035,6213,10.9,22.63,63189,20.8391
"Wilkin County, MN",27167,6202,8.3,22.6056,72706,16.344
"Prince of Wales-Hyder Census Area, AK",2198,6186,1.6,14.7915,49092,13.5774
"Hamlin County, SD",46057,6185,12.2,21.9887,70180,16.3878
"Calhoun County, GA",13037,6180,22,14.9515,37357,14.4064
"Essex County, VT",50009,6177,9.3,25.1093,50580,16.2903
"Teton County, MT",30099,6171,2.7,26.6894,57310,28.3052
"Crowley County, CO",8025,6156,7.8,13.8889,47422,12.9817
"Bear Lake County, ID",16007,6148,6.3,23.8452,56618,13.8688
"Taylor County, IA",19173,6138,11.5,26.3604,57748,16.5889
"Ellsworth County, KS",20053,6103,8.5,23.5458,63681,17.5926
"Sullivan County, PA",42113,6073,13.5,30.0346,54185,13.7716
"San Saba County, TX",48411,6072,5.3,22.6614,45644,14.7856
"Sullivan County, MO",29211,6064,9.4,21.1577,46271,11.6257
"Grant County, MN",27051,6004,11,28.0979,65810,20.1813
"Greenwood County, KS",20073,5999,5.2,28.138,54333,14.5273
"Jefferson County, OK",40067,5999,7.9,23.8706,45071,10.3644
"Mitchell County, KS",20123,5981,8.5,26.4671,65356,23.8269
"Lynn County, TX",48305,5978,6.7,20.358,48142,17.7487
"Fulton County, KY",21075,5977,29.1,22.001,50386,14.5989
"Osceola County, IA",19143,5960,14.9,24.7987,63839,12.3721
"Carter County, MO",29035,5959,11.7,22.0507,38465,14.8095
"Gray County, KS",20069,5953,6.9,16.5631,73584,20.7843
"Shelby County, MO",29205,5940,11.9,24.9495,46912,15.5201
"Carson County, TX",48065,5931,6.4,22.1885,79277,21.9217
"Sherman County, KS",20181,5916,5.6,23.783,55000,14.0808
"Stanton County, NE",31167,5901,13.8,18.2003,70880,17.3642
"Van Buren County, TN",47175,5900,21.6,22.6949,43888,10.6742
"Pondera County, MT",30073,5895,3.6,24.1221,51714,22.2169
"Dewey County, SD",46041,5882,2.6,13.8218,34655,13.801
"Ohio County, IN",18115,5869,68.1,22.1673,69369,14.2562
"Wirt County, WV",54105,5847,25.1,21.3956,50718,8.9163
"Martin County, TX",48317,5835,6.4,16.401,58900,10.9081
"Putnam County, IL",17155,5752,35.9,23.0181,76636,13.857
"Crosby County, TX",48107,5746,6.4,22.52,46263,13.7072
"Lincoln County, CO",8073,5742,2.2,21.1599,62165,19.4869
"McHenry County, ND",38049,5733,3.1,26.3736,61196,17.4143
"Ottawa County, KS",20143,5722,7.9,22.8067,72736,22.9756
"Ontonagon County, MI",26131,5718,4.4,33.4208,47049,16.5114
"Miller County, GA",13201,5715,20.2,23.2546,44652,10.7629
"Greer County, OK",40055,5714,8.9,20.8085,52451,18.7173
"Floyd County, TX",48153,5712,5.8,22.7941,47353,15.3966
"Iron County, WI",55051,5709,7.5,31.6868,50491,22.5716
"Alexander County, IL",17003,5704,24.2,21.8969,38128,9.9605
"Cherry County, NE",31031,5687,1,26.1474,61447,18.981
"Haskell County, TX",48207,5685,6.3,27.3175,49643,14.667
"Alfalfa County, OK",40003,5676,6.6,25.3876,60065,22.6756
"Lincoln County, MN",27081,5646,10.5,30.6412,66037,16.8004
"Chouteau County, MT",30015,5642,1.4,22.3148,57212,23.1717
"Cotton County, OK",40033,5636,8.9,21.5578,56921,11.8345
"Morris County, KS",20127,5625,8.1,27.84,61105,16.9632
"Aleutians West Census Area, AK",2016,5623,1.3,5.353,88143,13.9125
"Dixon County, NE",31051,5623,11.8,22.2657,61928,18.8406
"McCook County, SD",46087,5578,9.7,24.256,67401,25.2553
"Hartley County, TX",48205,5552,3.8,16.2824,81325,17.0427
"Bent County, CO",8011,5548,3.7,17.9344,47168,8.0009
"Mahnomen County, MN",27087,5527,9.9,19.5043,42611,14.1157
"Lander County, NV",32015,5520,1,15.9058,88182,10.6692
"Covington city, VA",51580,5507,1007,24.1329,50396,6.7897
"Audubon County, IA",19009,5506,12.4,29.2045,64474,18.0525
"Coal County, OK",40029,5485,10.6,22.0784,38546,16.3406
"Walworth County, SD",46129,5470,7.7,28.3912,58333,23.4793
"Stevens County, KS",20189,5468,7.5,16.6606,77705,16.0985
